sample_index,shift,severity,true_label,predicted_label,correctness,confidence,entropy,feature_distance,ood_score,augmentation_consistency,brightness,contrast,sharpness,composite_quality
6401,clean,0,4,4,1,0.41754675,1.2749797,9.214388,-5.9604645e-08,0.6666667,0.36469948,0.2080505,0.04162954,0.20009248
6402,clean,0,8,8,1,0.6180645,1.3206142,12.952924,-5.9604645e-08,1.0,0.6143357,0.29843092,0.10707151,0.35878035
6403,clean,0,4,4,1,0.998879,0.010067401,7.714686,1.1292286e-07,1.0,0.45996356,0.1660815,0.04002064,0.24096844
6404,clean,0,7,7,1,0.9963237,0.02971027,8.312103,2.4680048e-08,1.0,0.5240962,0.21073395,0.056219824,0.26677978
6405,clean,0,1,1,1,0.9081025,0.33839387,8.726968,-2.9802322e-08,1.0,0.45796695,0.17399405,0.06978195,0.40105712
6406,clean,0,3,7,0,0.530254,1.2351598,9.96919,0.0,0.33333334,0.5375817,0.28988522,0.1357973,0.46845034
6407,clean,0,2,2,1,0.999997,4.4433e-05,20.345535,-8.6402e-12,1.0,0.48752555,0.13415788,0.045744266,0.34097084
6408,clean,0,0,0,1,0.9996214,0.003798061,7.8851643,-2.6248745e-07,1.0,0.50259656,0.18987298,0.061204016,0.3223402
6409,clean,0,9,9,1,0.9857158,0.08623316,7.4436502,1.1175871e-08,1.0,0.42289117,0.27489123,0.09662062,0.35148543
6410,clean,0,1,1,1,0.9999976,3.4479664e-05,16.503042,1.1920315e-07,1.0,0.6221533,0.3395631,0.23063038,0.6791954
6411,clean,0,8,8,1,0.99214315,0.057213657,9.51947,7.450581e-09,1.0,0.4561887,0.27349645,0.06733447,0.2461978
6412,clean,0,8,9,0,0.6217847,0.78569925,11.583682,0.0,0.33333334,0.6038986,0.18491584,0.08072265,0.43653488
6413,clean,0,6,6,1,0.9921795,0.055069104,5.935295,-1.0244548e-08,1.0,0.24585633,0.20617461,0.04566882,0.22150448
6414,clean,0,8,8,1,0.99943084,0.0056167645,8.339236,-2.6077032e-08,1.0,0.3252298,0.1270192,0.025196882,0.1983691
6415,clean,0,1,1,1,0.97197324,0.14792165,11.271707,-8.754432e-08,1.0,0.4367775,0.16671926,0.056041457,0.33614066
6416,clean,0,7,7,1,0.9640706,0.16378845,14.450841,-1.4901161e-08,1.0,0.49659923,0.20433119,0.09594235,0.46954104
6417,clean,0,1,1,1,0.99757177,0.017444603,7.5831003,1.0919757e-07,1.0,0.45690748,0.19829397,0.107861064,0.5439425
6418,clean,0,0,0,1,0.99987316,0.0013451229,9.829644,1.0310032e-07,1.0,0.56717604,0.14653045,0.06696332,0.45698944
6419,clean,0,9,8,0,0.60089535,1.0190724,8.926121,5.9604645e-08,0.33333334,0.5308007,0.2844612,0.07891405,0.27741486
6420,clean,0,7,7,1,0.9710942,0.17443573,10.782873,-2.2351742e-08,1.0,0.45556065,0.22115618,0.04639542,0.20978484
6421,clean,0,6,6,1,0.50133294,0.98139524,8.537604,-5.9604645e-08,0.33333334,0.29923406,0.14275189,0.03481283,0.24386778
6422,clean,0,4,4,1,0.90956175,0.3943617,5.565627,9.685755e-08,1.0,0.49293938,0.10295828,0.032243717,0.31316963
6423,clean,0,5,4,0,0.95618105,0.22550845,10.536369,-1.4901161e-08,1.0,0.44147646,0.14736849,0.04828643,0.32765555
6424,clean,0,8,0,0,0.80211496,0.5059101,12.321489,1.4901161e-08,1.0,0.64214796,0.108310506,0.059053265,0.5452169
6425,clean,0,2,2,1,0.97352105,0.16385585,7.8186545,-5.5879354e-09,1.0,0.5148821,0.22066882,0.08349402,0.3783663
6426,clean,0,1,1,1,0.9999423,0.0006483221,10.419355,1.158769e-07,1.0,0.30506024,0.1534377,0.051388122,0.33490977
6427,clean,0,2,2,1,0.9965244,0.027392035,7.458066,-2.2118911e-08,1.0,0.7435457,0.25847888,0.14971665,0.5792197
6428,clean,0,5,6,0,0.5999089,1.016757,10.761639,0.0,1.0,0.6595767,0.29344523,0.12020627,0.4096364
6429,clean,0,8,8,1,0.94180065,0.28873473,14.374448,3.7252903e-09,1.0,0.412246,0.23404135,0.06658347,0.28449327
6430,clean,0,1,1,1,0.93444145,0.25236085,10.543627,-7.450581e-09,1.0,0.5439976,0.24672616,0.09897704,0.40115988
6431,clean,0,1,1,1,0.9979699,0.015573276,9.867152,1.0197982e-07,1.0,0.5470295,0.21282607,0.07688574,0.3612592
6432,clean,0,8,8,1,0.9963761,0.024798347,7.3164334,-7.450581e-09,1.0,0.55628186,0.2689124,0.09001612,0.33474016
6433,clean,0,8,8,1,0.9987205,0.011735919,11.873212,2.9802322e-08,1.0,0.37907603,0.17310022,0.03433809,0.19837001
6434,clean,0,0,8,0,0.88305366,0.3666798,6.8956676,7.450581e-09,0.6666667,0.47684717,0.20149109,0.053471602,0.26537818
6435,clean,0,9,9,1,0.9999795,0.00024643235,17.148539,-4.2018655e-10,1.0,0.54480195,0.22701755,0.07617044,0.33552516
6436,clean,0,0,0,1,0.8261037,0.5280627,10.194431,8.940697e-08,1.0,0.6029706,0.2751077,0.061696403,0.2242619
6437,clean,0,0,0,1,0.9978873,0.016257847,14.514691,-2.3283064e-09,1.0,0.8518855,0.15575777,0.15533929,0.9973068
6438,clean,0,4,2,0,0.8304913,0.60668534,8.307943,-4.4703484e-08,0.6666667,0.29788733,0.15423262,0.039626673,0.2569263
6439,clean,0,3,3,1,0.35196647,1.4575957,8.566264,-1.1920929e-07,0.0,0.48505032,0.14681552,0.07906912,0.5385574
6440,clean,0,3,2,0,0.37795213,1.409373,8.665875,0.0,0.6666667,0.45288503,0.23400429,0.049400404,0.21110807
6441,clean,0,5,5,1,0.79851747,0.74227583,5.059653,-1.4901161e-08,1.0,0.31706113,0.2235802,0.029831057,0.13342382
6442,clean,0,6,6,1,0.7880395,0.6711179,9.056027,0.0,0.6666667,0.58104193,0.23989065,0.0625777,0.2608582
6443,clean,0,6,2,0,0.7296566,0.9040906,8.756065,-1.1920929e-07,0.33333334,0.40661383,0.15170245,0.08958903,0.5905537
6444,clean,0,3,3,1,0.7761594,0.8088391,11.679194,-2.9802322e-08,1.0,0.65593857,0.25451842,0.14898872,0.5853727
6445,clean,0,1,1,1,0.9669378,0.17947346,12.831931,2.0489097e-07,1.0,0.4943117,0.21642022,0.06878038,0.3178079
6446,clean,0,4,2,0,0.7612124,0.64823586,10.207096,1.7881393e-07,1.0,0.4474431,0.120981134,0.05070536,0.41911444
6447,clean,0,4,4,1,0.99718684,0.019636258,13.422025,-8.8475645e-09,1.0,0.54769963,0.23600559,0.064272635,0.27233407
6448,clean,0,7,2,0,0.850827,0.59938693,13.533481,-1.1920929e-07,0.33333334,0.53867954,0.22410062,0.09399461,0.41942853
6449,clean,0,8,8,1,0.9872731,0.074386805,7.6223245,-2.8871e-08,0.6666667,0.5969133,0.26094666,0.08541101,0.3273109
6450,clean,0,0,0,1,0.97578,0.13170685,6.4749494,-1.0803342e-07,1.0,0.8970577,0.15397453,0.14033067,0.9113829
6451,clean,0,1,1,1,0.9990421,0.0081716515,5.0153894,9.482028e-08,1.0,0.44988766,0.21100135,0.08166507,0.38703394
6452,clean,0,4,5,0,0.48370364,1.4624622,6.985629,0.0,0.33333334,0.5049441,0.20241435,0.06602418,0.32618168
6453,clean,0,8,0,0,0.4717537,1.1198851,12.521938,0.0,0.0,0.43591455,0.26277265,0.11195342,0.42604506
6454,clean,0,4,4,1,0.8995923,0.4430122,6.4503984,0.0,1.0,0.4158816,0.14102145,0.09829582,0.69702256
6455,clean,0,6,6,1,0.9999639,0.00043077464,15.207512,1.1789962e-07,1.0,0.18859018,0.17575315,0.020456849,0.11639468
6456,clean,0,2,2,1,0.9906193,0.057961956,12.872568,-1.9557774e-08,1.0,0.40196082,0.18668911,0.046986688,0.2516828
6457,clean,0,2,2,1,0.9573398,0.22005485,11.682672,-1.2665987e-07,1.0,0.5696206,0.20201378,0.054382518,0.26920068
6458,clean,0,2,2,1,0.9790045,0.12296306,7.335228,1.0244548e-07,1.0,0.44661972,0.16295058,0.050406802,0.3093361
6459,clean,0,6,6,1,0.998978,0.009346591,7.672741,2.73576e-08,1.0,0.29827413,0.17428568,0.05605406,0.32161987
6460,clean,0,3,3,1,0.8743414,0.43418443,8.881064,-5.9604645e-08,0.6666667,0.34686098,0.24381614,0.034635436,0.14205498
6461,clean,0,4,4,1,0.99128246,0.06266752,9.765795,-1.1175871e-08,1.0,0.3242341,0.16925885,0.024033338,0.14199078
6462,clean,0,0,0,1,0.9974375,0.021673616,8.66213,-2.6775524e-08,1.0,0.62720585,0.21798497,0.1034983,0.4747934
6463,clean,0,8,8,1,0.8145923,0.48609826,10.849637,1.4901161e-08,1.0,0.5444662,0.15086721,0.040280044,0.26698828
6464,clean,0,1,1,1,0.9964281,0.026432583,10.69413,2.477318e-07,1.0,0.48400736,0.33756837,0.1929959,0.5717222
6465,clean,0,3,3,1,0.78698796,0.6112766,7.388087,0.0,1.0,0.70966095,0.2776795,0.092152804,0.3318663
6466,clean,0,8,1,0,0.4099529,1.4706614,17.780325,0.0,0.33333334,0.4712061,0.1894215,0.050610263,0.2671819
6467,clean,0,3,6,0,0.53651947,0.9049401,8.747781,0.0,0.6666667,0.3054177,0.21223679,0.065321274,0.307774
6468,clean,0,8,8,1,0.9997993,0.002016517,14.357299,1.929584e-08,1.0,0.6521638,0.29014778,0.07903399,0.27239126
6469,clean,0,9,9,1,0.64086246,1.0840931,11.985667,5.9604645e-08,1.0,0.34929407,0.16500133,0.039674975,0.240451
6470,clean,0,1,1,1,0.99749666,0.018477913,7.924254,-2.3981556e-08,1.0,0.53869873,0.3203127,0.21304905,0.6651262
6471,clean,0,6,5,0,0.5380063,1.3812332,11.227746,5.9604645e-08,0.0,0.56813085,0.28447434,0.17640893,0.6201203
6472,clean,0,1,1,1,0.99990094,0.0010726729,12.100059,-9.807991e-09,1.0,0.55256593,0.25118965,0.0811317,0.3229885
6473,clean,0,9,9,1,0.9828318,0.11253399,10.459863,-2.6077032e-08,1.0,0.49484017,0.2583623,0.092014134,0.35614243
6474,clean,0,8,8,1,0.9917686,0.056704264,6.679082,-1.21071935e-08,1.0,0.7810509,0.17813826,0.100736074,0.5654906
6475,clean,0,2,2,1,0.92449695,0.3701991,8.2011385,-1.4901161e-08,1.0,0.22568552,0.28977495,0.041708086,0.14393218
6476,clean,0,0,0,1,0.9982735,0.013065778,10.039189,-5.7043508e-09,1.0,0.6940525,0.26730326,0.11155475,0.41733247
6477,clean,0,4,4,1,0.9498646,0.25972545,11.912482,9.313226e-08,1.0,0.4172207,0.18014167,0.058371555,0.3240296
6478,clean,0,7,7,1,0.79138803,0.7321489,7.316601,0.0,1.0,0.43760338,0.24894233,0.09345516,0.37540737
6479,clean,0,4,4,1,0.99898845,0.009560778,8.720529,-1.094304e-08,1.0,0.40831804,0.29698405,0.048291776,0.16260675
6480,clean,0,0,0,1,0.7337904,0.98450494,10.404251,-1.7881393e-07,0.6666667,0.5789791,0.22580193,0.10628688,0.4707064
6481,clean,0,0,0,1,0.94147384,0.29176933,8.770645,2.2351742e-08,0.6666667,0.733932,0.21021026,0.11696885,0.55643475
6482,clean,0,7,7,1,0.59823686,0.72504663,8.077902,5.9604645e-08,0.0,0.5757698,0.24831697,0.11362272,0.45756945
6483,clean,0,6,6,1,0.9988476,0.010173116,9.609562,1.0081567e-07,1.0,0.3590137,0.1434408,0.03160474,0.22033146
6484,clean,0,8,8,1,0.99136555,0.050466813,8.653125,1.6763806e-08,1.0,0.6337469,0.23481362,0.084931016,0.36169392
6485,clean,0,9,9,1,0.9949386,0.033824123,5.521902,9.313226e-10,1.0,0.51111364,0.26938748,0.108608685,0.4031675
6486,clean,0,8,6,0,0.57975006,0.9804673,15.211918,-5.9604645e-08,0.6666667,0.47338772,0.2087565,0.075273946,0.3605808
6487,clean,0,6,6,1,0.99888533,0.010044371,9.295331,7.683411e-09,1.0,0.3580065,0.16585252,0.061273277,0.36944214
6488,clean,0,2,0,0,0.7536633,0.79633075,10.123572,-8.940697e-08,0.6666667,0.54844004,0.29610544,0.0969588,0.32744575
6489,clean,0,8,8,1,0.9979519,0.017052365,7.585595,2.863817e-08,1.0,0.34022036,0.22410719,0.045394998,0.20255841
6490,clean,0,8,8,1,0.47712433,1.0693734,10.582644,1.1920929e-07,0.0,0.55018383,0.2444842,0.08418209,0.34432387
6491,clean,0,0,0,1,0.37159896,1.4896586,12.130911,0.0,1.0,0.46965507,0.19293088,0.040510934,0.20997533
6492,clean,0,1,1,1,0.99874026,0.010077042,7.4642606,2.0372681e-08,1.0,0.53672385,0.21748315,0.100768596,0.46333766
6493,clean,0,1,1,1,0.4487467,1.4602698,17.159658,-5.9604645e-08,1.0,0.3276948,0.19919729,0.044519983,0.22349581
6494,clean,0,0,0,1,0.9846778,0.08827605,7.276813,-2.393499e-07,1.0,0.31408802,0.15900621,0.019715805,0.12399315
6495,clean,0,7,7,1,0.97371316,0.14238057,10.50167,1.8626451e-09,1.0,0.3992647,0.15020937,0.04869446,0.32417512
6496,clean,0,7,0,0,0.35391322,1.815155,12.858345,1.1920929e-07,0.33333334,0.56032354,0.22878575,0.11369724,0.49695727
6497,clean,0,4,2,0,0.8188378,0.7226338,7.500272,7.4505806e-08,1.0,0.3110141,0.1812094,0.055318445,0.30527192
6498,clean,0,4,6,0,0.8718949,0.47377342,7.8008027,-1.0430813e-07,0.6666667,0.39578995,0.18286668,0.062034626,0.33923233
6499,clean,0,7,7,1,0.45628285,1.4054259,9.748531,-5.9604645e-08,0.33333334,0.49930426,0.2603088,0.100151375,0.38473913
6500,clean,0,7,4,0,0.6535335,0.91919583,11.327888,0.0,0.6666667,0.56449026,0.16864727,0.07373385,0.4372049
6501,clean,0,2,2,1,0.999833,0.0017051199,18.145306,-2.7896021e-08,1.0,0.5585337,0.20705172,0.063273065,0.30558914
6502,clean,0,6,6,1,0.9968188,0.024755197,9.079553,-1.9557774e-08,1.0,0.38375208,0.22005999,0.09202847,0.41819528
6503,clean,0,6,6,1,0.8677696,0.5309391,7.5513115,0.0,1.0,0.24669755,0.17948298,0.045934662,0.25592625
6504,clean,0,7,7,1,0.93403995,0.30130672,10.093318,1.4901161e-08,1.0,0.4956534,0.13836472,0.04962499,0.35865092
6505,clean,0,4,4,1,0.954809,0.25342607,5.6586566,2.9802322e-08,1.0,0.26687348,0.12711073,0.021090409,0.16592024
6506,clean,0,5,5,1,0.92019093,0.28072885,11.1052,-2.2351742e-08,1.0,0.68143255,0.25838092,0.058046006,0.22465195
6507,clean,0,4,4,1,0.8848948,0.50724113,8.821924,-2.2351742e-08,0.6666667,0.385012,0.19609396,0.051680878,0.26355025
6508,clean,0,0,0,1,0.9994592,0.0048381877,14.838524,5.4133125e-09,1.0,0.55255693,0.18621379,0.08066518,0.43318352
6509,clean,0,9,9,1,0.9971955,0.019334132,13.725036,-1.9324943e-08,1.0,0.50729424,0.2676453,0.08500818,0.31761387
6510,clean,0,4,2,0,0.5709096,1.4016488,9.136833,0.0,1.0,0.24343468,0.30537197,0.07116427,0.2330405
6511,clean,0,7,7,1,0.9885408,0.081488915,10.382541,2.4214387e-08,1.0,0.564771,0.2470316,0.13178714,0.53348076
6512,clean,0,2,2,1,0.9981761,0.015781917,9.059629,5.122274e-09,1.0,0.3543135,0.11997073,0.022188416,0.18494703
6513,clean,0,5,5,1,0.91248196,0.39467514,8.878619,2.9802322e-08,1.0,0.48652855,0.21782078,0.08568282,0.39336205
6514,clean,0,3,2,0,0.5081598,1.3457613,8.5717745,5.9604645e-08,0.33333334,0.47207674,0.2032356,0.048544403,0.2388566
6515,clean,0,2,2,1,0.7067885,1.1114951,7.8782954,0.0,1.0,0.3258604,0.187917,0.032796245,0.17452425
6516,clean,0,2,2,1,0.96316856,0.20511225,7.3875513,-1.4528632e-07,1.0,0.44409084,0.15864916,0.04683903,0.29523468
6517,clean,0,7,3,0,0.42913118,1.4747939,9.817598,5.9604645e-08,0.6666667,0.4216963,0.27950698,0.10940045,0.39140365
6518,clean,0,6,6,1,0.99975926,0.0025217098,12.572739,1.6298145e-09,1.0,0.69744945,0.17023076,0.08875972,0.52140516
6519,clean,0,2,2,1,0.969177,0.16615221,11.819312,-1.4901161e-08,1.0,0.45937884,0.15674934,0.05760307,0.3674829
6520,clean,0,6,6,1,0.93491936,0.28970414,7.708408,-7.450581e-09,1.0,0.4555479,0.1832137,0.052250616,0.2851879
6521,clean,0,4,4,1,0.98495746,0.09363546,7.8252225,-1.7695129e-08,1.0,0.38221383,0.18279682,0.04391395,0.24023235
6522,clean,0,9,1,0,0.9303672,0.25303513,18.698374,2.4586916e-07,1.0,0.5339525,0.1831265,0.07029733,0.383871
6523,clean,0,6,4,0,0.9592837,0.2204641,8.129587,-7.450581e-09,1.0,0.18270145,0.12264077,0.03812119,0.31083366
6524,clean,0,8,8,1,0.91217345,0.31152898,8.598932,0.0,0.33333334,0.5277433,0.18794255,0.05884162,0.31308135
6525,clean,0,3,3,1,0.87016535,0.4265526,8.317789,1.1920929e-07,1.0,0.533627,0.23867904,0.11343183,0.47524643
6526,clean,0,8,8,1,0.9978346,0.01684789,10.547727,1.0011718e-08,1.0,0.4509255,0.23637882,0.053292952,0.22545475
6527,clean,0,5,5,1,0.7893523,0.72301555,5.8251495,-1.4901161e-08,1.0,0.4972988,0.30057162,0.041577853,0.1383288
6528,clean,0,5,5,1,0.9650541,0.19391386,6.9116917,2.6077032e-08,1.0,0.35797718,0.17968091,0.04770751,0.26551092
6529,clean,0,2,2,1,0.9012613,0.39871576,7.947881,-2.2351742e-08,1.0,0.64096195,0.18310952,0.099098384,0.5411944
6530,clean,0,3,3,1,0.9303354,0.3176461,10.762794,2.9802322e-08,1.0,0.29569295,0.21251875,0.03270574,0.15389505
6531,clean,0,4,2,0,0.5337892,1.0144547,12.81026,0.0,0.33333334,0.43721664,0.19181758,0.06411419,0.3342439
6532,clean,0,5,2,0,0.3552562,1.2531563,12.561581,0.0,0.6666667,0.42067507,0.2292143,0.08830844,0.38526416
6533,clean,0,2,2,1,0.4432446,1.2776603,11.06737,0.0,0.6666667,0.53205293,0.31264558,0.15484942,0.4952858
6534,clean,0,7,7,1,0.9998704,0.0013509184,19.743423,-1.6778358e-08,1.0,0.42356387,0.19558589,0.06981663,0.35695964
6535,clean,0,5,5,1,0.32117778,1.5475396,8.52198,1.1920929e-07,1.0,0.41946998,0.2485614,0.116525695,0.46879858
6536,clean,0,1,1,1,0.99899715,0.008950785,7.7299566,-1.124572e-07,1.0,0.38513327,0.2169541,0.07144072,0.32928804
6537,clean,0,5,5,1,0.9301628,0.2976896,7.191586,0.0,1.0,0.46246552,0.12737489,0.019237898,0.15103249
6538,clean,0,3,0,0,0.34566998,1.2690108,13.839086,-1.1920929e-07,0.33333334,0.23830296,0.23333836,0.01764318,0.07561167
6539,clean,0,7,7,1,0.97947603,0.116413616,10.55784,-1.3038516e-08,1.0,0.40618873,0.16666444,0.063421056,0.38052914
6540,clean,0,8,8,1,0.9999577,0.000535269,11.427296,-1.7935236e-09,1.0,0.47083974,0.21743439,0.051970333,0.23901506
6541,clean,0,8,8,1,0.98915035,0.06543185,11.359383,2.514571e-08,0.6666667,0.43555328,0.16409148,0.059671532,0.36364573
6542,clean,0,9,9,1,0.9207305,0.3916117,9.860898,-1.3411045e-07,0.6666667,0.5298535,0.31348747,0.09532773,0.30408686
6543,clean,0,6,3,0,0.24595594,1.888373,10.664671,-1.1920929e-07,0.33333334,0.29888177,0.26702347,0.0391963,0.14678916
6544,clean,0,0,0,1,0.99094594,0.058802314,7.7677236,4.656613e-09,1.0,0.55316716,0.19399413,0.056744173,0.2925031
6545,clean,0,9,8,0,0.7068635,0.6809585,9.0589285,0.0,1.0,0.5196079,0.21734865,0.06280952,0.28897917
6546,clean,0,2,2,1,0.68705034,0.63388187,11.325737,-2.9802322e-08,1.0,0.6523617,0.17245077,0.111008935,0.6437101
6547,clean,0,6,6,1,0.9957509,0.032523878,10.85879,-1.21071935e-08,1.0,0.31455782,0.14933522,0.07084855,0.47442308
6548,clean,0,0,0,1,0.999683,0.0033117332,6.374388,1.8713763e-08,1.0,0.6927211,0.14945194,0.09311919,0.62306696
6549,clean,0,0,0,1,0.5885828,0.97875065,13.81468,0.0,1.0,0.5893025,0.11202389,0.058355708,0.52091736
6550,clean,0,1,1,1,0.99996746,0.0003723199,16.871843,-1.0550139e-09,1.0,0.5970537,0.19494802,0.09350105,0.47961795
6551,clean,0,4,4,1,0.92860836,0.3581049,8.6542015,-2.9802322e-08,1.0,0.44935286,0.19903238,0.14571244,0.7321005
6552,clean,0,1,1,1,0.99961406,0.0035018357,9.41711,1.4898251e-07,1.0,0.48169044,0.232701,0.06079227,0.26124516
6553,clean,0,3,2,0,0.553527,1.1161575,11.293975,-1.1920929e-07,1.0,0.3679458,0.20245002,0.039649576,0.19584775
6554,clean,0,5,4,0,0.5701354,0.8591885,14.877321,-5.9604645e-08,0.33333334,0.4993771,0.2492081,0.061002042,0.24478257
6555,clean,0,1,1,1,0.9999981,2.7778337e-05,16.65547,-3.637979e-12,1.0,0.15854524,0.21782798,0.03271195,0.15017262
6556,clean,0,8,8,1,0.9999095,0.0009929311,11.9148855,-8.185452e-09,1.0,0.22434002,0.19340172,0.043000296,0.22233552
6557,clean,0,9,9,1,0.9904606,0.054081254,10.914126,-2.514571e-08,1.0,0.5850695,0.24785496,0.096897386,0.39094234
6558,clean,0,6,6,1,0.977705,0.11115919,10.062811,2.6077032e-08,1.0,0.84348077,0.23154609,0.13928293,0.60153174
6559,clean,0,2,4,0,0.7248925,0.6534773,7.50199,-2.9802322e-08,1.0,0.39881667,0.20525168,0.04440224,0.21632966
6560,clean,0,6,6,1,0.51269245,1.2592258,9.086046,0.0,1.0,0.36243108,0.19948974,0.08109596,0.4065149
6561,clean,0,9,9,1,0.9733604,0.13306294,6.289006,-5.5879354e-09,1.0,0.5320785,0.24465565,0.06559773,0.26812157
6562,clean,0,5,5,1,0.7592076,0.6593654,8.418479,-1.1920929e-07,1.0,0.43148747,0.31059018,0.029803326,0.095956765
6563,clean,0,6,9,0,0.34603366,1.4365168,12.740096,1.1920929e-07,0.0,0.6761195,0.30976075,0.21747948,0.70208627
6564,clean,0,5,5,1,0.8915401,0.36134577,8.167684,-7.450581e-09,1.0,0.4424607,0.2284553,0.052229296,0.22861832
6565,clean,0,9,9,1,0.8788138,0.4471293,7.670746,2.9802322e-08,1.0,0.5868605,0.33154947,0.19854607,0.59884113
6566,clean,0,1,1,1,0.6453444,0.91443723,12.203919,2.9802322e-08,1.0,0.44628143,0.27634886,0.09453686,0.3420912
6567,clean,0,4,4,1,0.5707756,1.0323286,7.5980854,5.9604645e-08,1.0,0.23748086,0.116166376,0.012132746,0.10444194
6568,clean,0,2,2,1,0.8851987,0.51048833,6.1179996,-2.9802322e-08,1.0,0.50479984,0.17337987,0.054326672,0.31333718
6569,clean,0,8,8,1,0.36183834,1.3824784,9.4866295,1.1920929e-07,0.33333334,0.521718,0.20767868,0.08454076,0.40707287
6570,clean,0,9,9,1,0.9811804,0.11567158,7.412553,-1.8626451e-09,1.0,0.6900812,0.1866313,0.12072613,0.6468662
6571,clean,0,5,5,1,0.9646939,0.18178354,9.681318,-1.4156103e-07,1.0,0.5243005,0.19521983,0.058044642,0.2973281
6572,clean,0,4,4,1,0.99378926,0.046179827,6.6438055,-1.1175871e-08,1.0,0.53546137,0.20067044,0.052510284,0.26167294
6573,clean,0,7,7,1,0.28003842,1.5145501,10.176361,0.0,0.33333334,0.64579123,0.21372025,0.07368245,0.34475958
6574,clean,0,0,0,1,0.7609463,0.9194731,14.614402,-1.1920929e-07,1.0,0.17648976,0.14662588,0.007456184,0.050851412
6575,clean,0,3,3,1,0.9519663,0.24913329,6.1236806,1.0058284e-07,1.0,0.4036063,0.21621335,0.0428099,0.1979975
6576,clean,0,7,2,0,0.35348043,1.5711296,10.171783,0.0,0.6666667,0.35351947,0.2737593,0.061261218,0.22377683
6577,clean,0,1,1,1,0.5122036,0.88550955,15.1510315,-5.9604645e-08,0.6666667,0.2947674,0.24993023,0.059585627,0.23840809
6578,clean,0,6,6,1,0.7400899,0.72101516,7.908175,-5.9604645e-08,1.0,0.3234426,0.19651116,0.050419282,0.2565708
6579,clean,0,9,9,1,0.9987627,0.00953475,14.331909,1.6763806e-08,1.0,0.3922437,0.17453817,0.09408668,0.5390577
6580,clean,0,1,0,0,0.7176417,0.749528,12.145774,0.0,0.6666667,0.507293,0.25299844,0.089470044,0.3536373
6581,clean,0,1,1,1,0.7831869,0.81877077,15.021543,4.4703484e-08,1.0,0.35514578,0.23565878,0.037903484,0.16083986
6582,clean,0,4,4,1,0.7817709,0.57302547,15.8993,1.0430813e-07,1.0,0.42217496,0.185184,0.055597298,0.3002257
6583,clean,0,0,0,1,0.99350584,0.041304898,6.461159,-1.1175871e-08,1.0,0.57820797,0.19826646,0.0998379,0.5035516
6584,clean,0,5,2,0,0.47027555,1.3802092,9.480309,5.9604645e-08,0.33333334,0.50954604,0.23836048,0.09415412,0.3950056
6585,clean,0,1,1,1,0.9994862,0.005160469,7.680974,-2.6397174e-07,1.0,0.23329252,0.21389578,0.031830408,0.148812
6586,clean,0,6,6,1,0.9988747,0.0095942095,11.228118,-1.5832484e-08,1.0,0.3969835,0.1915061,0.06700461,0.34988058
6587,clean,0,3,3,1,0.7111063,0.85706764,8.147949,8.940697e-08,1.0,0.36956063,0.17252663,0.052540645,0.30453467
6588,clean,0,0,0,1,0.8726553,0.40274024,9.8971815,2.9802322e-08,1.0,0.38158444,0.16804229,0.045419928,0.27028707
6589,clean,0,2,2,1,0.9827137,0.112847485,6.329187,3.3527613e-08,1.0,0.43814468,0.1987444,0.077510804,0.3900005
6590,clean,0,5,2,0,0.80975556,0.72405636,9.279769,-1.4901161e-07,0.6666667,0.5453776,0.28550223,0.093021736,0.32581675
6591,clean,0,5,5,1,0.7630102,0.781987,8.813612,2.9802322e-08,1.0,0.34387895,0.1668305,0.033075064,0.19825432
6592,clean,0,5,5,1,0.9997143,0.0028129048,14.605771,-2.20316e-08,1.0,0.47023714,0.24038354,0.061124235,0.2542769
6593,clean,0,2,2,1,0.68668604,0.6731061,8.251575,2.9802322e-08,1.0,0.56657606,0.30826125,0.09398399,0.30488324
6594,clean,0,8,0,0,0.46320963,1.1297474,12.279429,0.0,0.0,0.6167905,0.24059492,0.06128157,0.25470743
6595,clean,0,2,2,1,0.9457497,0.21542813,11.133782,-1.8626451e-08,1.0,0.7722388,0.21559657,0.122048035,0.5660919
6596,clean,0,3,2,0,0.47690174,0.99162054,10.23444,-5.9604645e-08,0.6666667,0.42711654,0.22340523,0.06430755,0.2878503
6597,clean,0,1,1,1,0.9968189,0.02215876,8.866346,1.0011718e-07,1.0,0.49547973,0.22532317,0.10736507,0.4764916
6598,clean,0,6,2,0,0.624323,1.1969913,10.064021,-5.9604645e-08,0.6666667,0.35784188,0.1803419,0.054743223,0.30355075
6599,clean,0,2,4,0,0.47386277,1.0490866,10.448977,-1.1920929e-07,0.6666667,0.3417816,0.16206834,0.041770987,0.25773528
6600,clean,0,7,7,1,0.87736547,0.49756044,7.6439743,0.0,1.0,0.53310996,0.29667822,0.12228105,0.41216588
6601,clean,0,0,0,1,0.7666363,0.6944907,10.157391,0.0,1.0,0.43011132,0.20268936,0.03629143,0.17904863
6602,clean,0,8,8,1,0.9840158,0.09946738,8.498328,-3.7252903e-09,1.0,0.5314619,0.29547715,0.09828788,0.33264008
6603,clean,0,9,9,1,0.98736143,0.06976743,8.926615,-1.0244548e-08,1.0,0.49816048,0.18909375,0.06789536,0.3590547
6604,clean,0,2,2,1,0.403307,1.3075805,9.937412,-5.9604645e-08,1.0,0.46097836,0.2140861,0.04319152,0.20174742
