sample_index,true_label,true_class,predicted_label,predicted_class,confidence,shift,severity
3746,7,horse,6,frog,0.9438704,rotation,4
1947,3,cat,6,frog,0.9438678,noise,3
9744,1,automobile,9,truck,0.94386333,contrast,1
1224,7,horse,4,deer,0.94384634,noise,1
8420,3,cat,6,frog,0.9438389,rotation,5
3922,2,bird,6,frog,0.9438246,rotation,5
8219,3,cat,6,frog,0.9438139,noise,4
8473,2,bird,0,airplane,0.94381386,brightness,1
5559,3,cat,2,bird,0.9437908,contrast,3
7322,4,deer,6,frog,0.94377273,rotation,4
4720,8,ship,0,airplane,0.94376934,clean,0
2336,9,truck,6,frog,0.9437685,rotation,4
6357,7,horse,4,deer,0.94376343,contrast,5
1777,4,deer,6,frog,0.94375086,noise,4
6596,3,cat,6,frog,0.94372255,rotation,4
9217,9,truck,0,airplane,0.9437147,noise,2
1004,8,ship,0,airplane,0.9437071,rotation,5
7412,9,truck,0,airplane,0.9436996,blur,5
565,3,cat,6,frog,0.94369036,noise,3
910,5,dog,4,deer,0.9436789,contrast,4
4493,4,deer,6,frog,0.94364756,rotation,5
3443,4,deer,2,bird,0.9436376,contrast,3
4699,5,dog,2,bird,0.9436357,rotation,1
4744,6,frog,0,airplane,0.9436338,blur,1
7318,4,deer,6,frog,0.9436239,rotation,5
4628,5,dog,2,bird,0.9436136,contrast,2
846,2,bird,6,frog,0.9436133,noise,3
9731,2,bird,6,frog,0.94359714,rotation,4
2037,5,dog,6,frog,0.9435846,rotation,5
9386,4,deer,2,bird,0.94357616,blur,3
4712,4,deer,6,frog,0.94356817,rotation,4
2157,3,cat,6,frog,0.9435668,rotation,5
3913,7,horse,4,deer,0.94355935,rotation,1
715,3,cat,6,frog,0.94353986,rotation,4
9675,4,deer,6,frog,0.94352883,rotation,5
9729,4,deer,6,frog,0.94352883,rotation,5
6522,9,truck,1,automobile,0.94352275,rotation,5
987,1,automobile,6,frog,0.94351244,rotation,4
8679,8,ship,1,automobile,0.94347566,rotation,3
4307,3,cat,2,bird,0.9434746,contrast,2
9484,0,airplane,6,frog,0.9434647,rotation,5
2361,2,bird,0,airplane,0.94346046,brightness,2
9522,3,cat,2,bird,0.94344,contrast,2
3702,1,automobile,0,airplane,0.94343096,contrast,5
5200,3,cat,6,frog,0.94342905,noise,4
4598,1,automobile,6,frog,0.94342196,noise,2
6509,9,truck,2,bird,0.94341993,blur,5
2067,7,horse,4,deer,0.9434187,brightness,4
4533,8,ship,0,airplane,0.9434164,blur,4
2068,3,cat,6,frog,0.9433848,rotation,4
9740,3,cat,6,frog,0.94337857,noise,1
7778,0,airplane,6,frog,0.94337773,noise,4
8086,4,deer,6,frog,0.9433375,rotation,5
7669,7,horse,4,deer,0.94333345,rotation,1
7780,3,cat,6,frog,0.9433277,rotation,4
8473,2,bird,0,airplane,0.943313,clean,0
5834,5,dog,2,bird,0.9433036,noise,1
8653,8,ship,1,automobile,0.9433017,rotation,3
1325,2,bird,6,frog,0.94329834,rotation,5
2784,1,automobile,0,airplane,0.9432643,contrast,4
1999,5,dog,6,frog,0.9432593,noise,2
197,8,ship,6,frog,0.9432587,rotation,5
9694,1,automobile,6,frog,0.94324374,rotation,3
1952,4,deer,6,frog,0.94323575,rotation,5
7150,3,cat,6,frog,0.94322795,noise,1
1967,7,horse,6,frog,0.94321364,rotation,5
7545,5,dog,2,bird,0.94321257,blur,3
2436,6,frog,2,bird,0.9431881,blur,3
8013,8,ship,0,airplane,0.9431806,rotation,1
1535,4,deer,6,frog,0.94316995,noise,4
7404,8,ship,0,airplane,0.9431565,rotation,2
426,3,cat,6,frog,0.94315404,rotation,5
4545,3,cat,4,deer,0.94313866,contrast,3
2019,9,truck,6,frog,0.94313675,brightness,5
700,7,horse,6,frog,0.9431059,rotation,5
7326,4,deer,6,frog,0.9431044,rotation,3
8808,6,frog,3,cat,0.9430957,blur,2
3514,2,bird,6,frog,0.9430883,rotation,4
9804,5,dog,6,frog,0.9430797,rotation,4
1535,4,deer,2,bird,0.9430744,blur,3
3409,9,truck,2,bird,0.9430743,blur,4
9996,3,cat,6,frog,0.94306856,noise,2
8136,3,cat,6,frog,0.94305634,rotation,4
3632,1,automobile,0,airplane,0.94305617,contrast,5
1937,1,automobile,6,frog,0.94304526,rotation,4
4636,8,ship,6,frog,0.9430362,rotation,5
2128,4,deer,6,frog,0.94303316,rotation,1
2727,9,truck,6,frog,0.94302607,rotation,5
3828,1,automobile,0,airplane,0.9430258,contrast,4
9850,7,horse,4,deer,0.9430144,clean,0
4498,8,ship,6,frog,0.9430103,rotation,4
2734,7,horse,4,deer,0.94300455,noise,2
3489,3,cat,6,frog,0.94299984,noise,2
2977,2,bird,6,frog,0.9429945,rotation,5
696,8,ship,0,airplane,0.9429696,rotation,2
6778,2,bird,6,frog,0.9429663,rotation,4
5184,4,deer,6,frog,0.94295555,rotation,4
9601,1,automobile,6,frog,0.9429479,noise,3
3154,9,truck,0,airplane,0.9429321,contrast,3
3666,5,dog,3,cat,0.9429225,blur,4
4307,3,cat,2,bird,0.942891,brightness,3
5496,4,deer,6,frog,0.9428722,noise,5
4533,8,ship,0,airplane,0.94287086,blur,5
6545,9,truck,8,ship,0.94285357,contrast,5
4744,6,frog,0,airplane,0.942852,brightness,1
9835,7,horse,4,deer,0.9428214,brightness,2
7849,2,bird,0,airplane,0.94279605,blur,5
8425,6,frog,2,bird,0.94278884,rotation,1
2005,5,dog,6,frog,0.94278526,noise,2
5414,4,deer,2,bird,0.94277793,blur,2
563,2,bird,6,frog,0.9427662,rotation,5
9588,1,automobile,0,airplane,0.9427578,blur,3
9834,8,ship,0,airplane,0.9427477,blur,3
2557,2,bird,6,frog,0.94274765,rotation,4
9708,9,truck,1,automobile,0.94274414,brightness,2
1673,2,bird,6,frog,0.94274276,noise,2
9384,4,deer,2,bird,0.94273734,blur,5
9116,4,deer,6,frog,0.942731,noise,4
1897,8,ship,0,airplane,0.9427272,rotation,1
5306,3,cat,6,frog,0.942721,noise,4
3576,4,deer,6,frog,0.94271785,rotation,4
1177,9,truck,1,automobile,0.9427062,rotation,3
9363,5,dog,6,frog,0.94269294,rotation,5
6914,8,ship,6,frog,0.94268936,rotation,4
3550,0,airplane,4,deer,0.9426795,contrast,3
9764,2,bird,0,airplane,0.9426755,contrast,4
3330,7,horse,5,dog,0.9426745,contrast,3
4352,3,cat,6,frog,0.9426738,rotation,5
1254,2,bird,0,airplane,0.9426615,blur,3
2034,3,cat,4,deer,0.94266033,brightness,3
1934,7,horse,0,airplane,0.9426508,brightness,1
4637,3,cat,6,frog,0.9426437,noise,4
4003,2,bird,0,airplane,0.94264096,contrast,3
495,8,ship,0,airplane,0.9426396,rotation,5
2422,3,cat,4,deer,0.9426329,brightness,1
8331,3,cat,2,bird,0.94260705,brightness,1
9089,3,cat,6,frog,0.9425983,rotation,5
3369,5,dog,3,cat,0.94258904,blur,1
3052,3,cat,2,bird,0.9425889,brightness,1
8727,9,truck,0,airplane,0.9425754,contrast,4
6141,8,ship,0,airplane,0.9425727,blur,4
1504,1,automobile,6,frog,0.94256943,rotation,4
6690,5,dog,2,bird,0.94256765,brightness,2
9776,2,bird,4,deer,0.94256616,brightness,2
6075,3,cat,6,frog,0.94256353,rotation,5
6447,4,deer,6,frog,0.94255507,rotation,4
3859,3,cat,6,frog,0.9425525,noise,1
6179,8,ship,0,airplane,0.9425382,brightness,3
3973,9,truck,4,deer,0.94253546,contrast,5
3830,5,dog,3,cat,0.942529,blur,2
4335,9,truck,6,frog,0.9425165,noise,2
4553,3,cat,6,frog,0.94248474,rotation,5
4099,4,deer,6,frog,0.9424826,rotation,4
2688,5,dog,6,frog,0.94247735,noise,4
2301,2,bird,6,frog,0.9424591,rotation,5
4573,4,deer,6,frog,0.94243526,rotation,4
1910,4,deer,6,frog,0.94242525,rotation,5
887,1,automobile,6,frog,0.94241667,contrast,3
4708,3,cat,6,frog,0.94233704,rotation,4
7248,4,deer,6,frog,0.9423289,rotation,3
2497,9,truck,8,ship,0.9423055,noise,2
1673,2,bird,6,frog,0.942284,rotation,4
6979,5,dog,4,deer,0.94227415,brightness,2
6369,9,truck,2,bird,0.94227386,blur,3
2542,2,bird,0,airplane,0.9422568,brightness,2
2926,9,truck,6,frog,0.942249,rotation,4
1830,3,cat,2,bird,0.94224,rotation,5
314,4,deer,6,frog,0.9422396,rotation,5
4536,9,truck,0,airplane,0.94222623,contrast,3
2268,3,cat,6,frog,0.94222337,noise,2
8295,3,cat,0,airplane,0.9422206,contrast,5
926,8,ship,6,frog,0.9422118,rotation,4
8204,3,cat,6,frog,0.9421953,noise,1
9729,4,deer,6,frog,0.94218504,rotation,3
6143,9,truck,1,automobile,0.94217753,contrast,1
9349,9,truck,0,airplane,0.94216675,brightness,2
4366,2,bird,6,frog,0.94216144,rotation,3
2432,9,truck,0,airplane,0.9421257,contrast,3
2940,3,cat,0,airplane,0.9421188,contrast,5
9760,9,truck,6,frog,0.9421098,rotation,5
1325,2,bird,4,deer,0.9420973,rotation,2
2075,4,deer,2,bird,0.94209427,blur,1
2636,1,automobile,6,frog,0.9420913,rotation,5
1384,9,truck,6,frog,0.94208187,rotation,4
7792,9,truck,1,automobile,0.9420816,rotation,1
836,1,automobile,0,airplane,0.94205934,contrast,5
7839,3,cat,4,deer,0.94205207,brightness,5
1240,2,bird,6,frog,0.9420437,rotation,3
8883,8,ship,6,frog,0.9420432,noise,2
9230,2,bird,6,frog,0.94203544,rotation,4
3771,2,bird,0,airplane,0.94203013,contrast,2
6523,6,frog,4,deer,0.94201875,brightness,2
2078,2,bird,6,frog,0.94201505,brightness,1
6179,8,ship,0,airplane,0.9419524,contrast,1
8258,3,cat,6,frog,0.941949,rotation,4
4513,4,deer,3,cat,0.94194025,blur,5
7602,2,bird,6,frog,0.94193834,brightness,4
270,2,bird,6,frog,0.94191325,rotation,4
1443,4,deer,2,bird,0.9419109,blur,2
8618,5,dog,6,frog,0.9419005,rotation,4
5473,5,dog,6,frog,0.94188714,noise,2
4935,5,dog,6,frog,0.94187754,noise,2
8393,8,ship,0,airplane,0.94186777,rotation,1
4163,2,bird,6,frog,0.94185966,noise,1
4185,7,horse,4,deer,0.94182706,brightness,3
4911,8,ship,0,airplane,0.94180983,rotation,2
5024,1,automobile,6,frog,0.94179505,rotation,3
4185,7,horse,4,deer,0.9417911,brightness,4
9584,3,cat,6,frog,0.94176584,rotation,5
165,4,deer,2,bird,0.94175315,rotation,2
5824,7,horse,6,frog,0.94173753,rotation,4
6193,9,truck,6,frog,0.94173086,rotation,4
9193,0,airplane,2,bird,0.9417012,rotation,5
2277,5,dog,6,frog,0.94170094,rotation,5
2855,3,cat,6,frog,0.94169915,noise,1
3892,5,dog,6,frog,0.94166744,noise,1
7472,1,automobile,0,airplane,0.94164187,brightness,5
5690,7,horse,4,deer,0.9416416,brightness,3
9349,9,truck,0,airplane,0.9416387,rotation,1
7604,1,automobile,6,frog,0.9416375,rotation,5
2034,3,cat,4,deer,0.9416297,brightness,1
1855,5,dog,6,frog,0.94162655,rotation,5
1386,3,cat,6,frog,0.9416165,noise,3
8981,7,horse,4,deer,0.94160783,rotation,2
4795,5,dog,3,cat,0.9416072,brightness,1
4582,8,ship,0,airplane,0.94160277,blur,3
6163,3,cat,6,frog,0.94153297,rotation,5
4055,1,automobile,0,airplane,0.9415217,contrast,2
5219,2,bird,6,frog,0.9415164,rotation,5
6893,3,cat,6,frog,0.9415104,rotation,5
5794,7,horse,0,airplane,0.9415064,clean,0
9926,3,cat,6,frog,0.94150466,rotation,4
3828,1,automobile,0,airplane,0.94150203,contrast,1
8009,5,dog,6,frog,0.9414989,rotation,4
9776,2,bird,4,deer,0.9414958,rotation,2
8333,1,automobile,6,frog,0.94148314,noise,3
4998,5,dog,6,frog,0.9414777,noise,2
1331,8,ship,0,airplane,0.94147044,blur,4
2247,5,dog,2,bird,0.9414677,contrast,3
1840,8,ship,6,frog,0.9414527,rotation,3
6861,8,ship,0,airplane,0.94143766,rotation,1
6089,7,horse,6,frog,0.94141823,noise,5
1676,8,ship,0,airplane,0.94140536,blur,2
293,9,truck,1,automobile,0.94140047,blur,1
4250,1,automobile,6,frog,0.94138,noise,2
4543,1,automobile,0,airplane,0.9413758,blur,4
9968,3,cat,2,bird,0.9413717,clean,0
4696,5,dog,6,frog,0.94136846,noise,3
9501,6,frog,0,airplane,0.9413632,contrast,2
7214,3,cat,5,dog,0.94133615,rotation,2
5102,5,dog,2,bird,0.94130677,blur,3
1112,3,cat,4,deer,0.9412976,noise,1
8599,4,deer,2,bird,0.9412973,contrast,1
9708,9,truck,1,automobile,0.94128734,blur,1
4152,5,dog,6,frog,0.9412751,rotation,5
259,9,truck,1,automobile,0.9412676,rotation,2
6270,2,bird,6,frog,0.94126296,rotation,1
9349,9,truck,0,airplane,0.9412578,blur,5
2453,3,cat,4,deer,0.94125026,brightness,1
4542,3,cat,6,frog,0.9412486,noise,5
5235,1,automobile,6,frog,0.94124424,noise,1
252,9,truck,6,frog,0.9412241,rotation,4
4987,3,cat,6,frog,0.9412091,noise,2
9764,2,bird,0,airplane,0.94120234,clean,0
8295,3,cat,4,deer,0.9411973,noise,1
8578,2,bird,6,frog,0.9411747,rotation,4
8511,2,bird,6,frog,0.9411736,noise,2
8300,5,dog,6,frog,0.9411622,noise,2
1736,5,dog,6,frog,0.9411376,rotation,4
6384,7,horse,2,bird,0.9411309,clean,0
6954,7,horse,6,frog,0.9411282,rotation,5
1850,1,automobile,0,airplane,0.9411222,contrast,1
7909,1,automobile,6,frog,0.94111586,rotation,3
5098,5,dog,2,bird,0.9411019,brightness,1
1861,3,cat,6,frog,0.94109696,rotation,4
5483,1,automobile,6,frog,0.9410901,rotation,5
2128,4,deer,6,frog,0.941083,rotation,2
9968,3,cat,2,bird,0.94107574,contrast,1
7124,5,dog,2,bird,0.9410585,clean,0
4605,3,cat,6,frog,0.9410522,rotation,5
1013,1,automobile,6,frog,0.9410371,noise,5
3078,8,ship,0,airplane,0.941035,rotation,5
9383,9,truck,0,airplane,0.94099116,contrast,4
9787,8,ship,0,airplane,0.9409754,contrast,2
6327,4,deer,6,frog,0.94096816,rotation,5
9349,9,truck,0,airplane,0.9409432,brightness,1
1294,8,ship,0,airplane,0.9409216,rotation,2
456,3,cat,4,deer,0.94091415,brightness,3
1291,9,truck,0,airplane,0.94090676,blur,2
681,6,frog,3,cat,0.9409001,blur,2
8300,5,dog,6,frog,0.94087625,rotation,4
2453,3,cat,4,deer,0.94086665,contrast,4
8677,3,cat,6,frog,0.9408639,rotation,4
688,3,cat,6,frog,0.9408627,rotation,5
3363,2,bird,6,frog,0.9408467,rotation,5
4331,2,bird,6,frog,0.94084257,rotation,4
2638,4,deer,6,frog,0.9408402,rotation,4
900,2,bird,6,frog,0.940816,rotation,5
2378,1,automobile,6,frog,0.9408123,rotation,5
1122,8,ship,6,frog,0.9408013,rotation,5
5854,4,deer,6,frog,0.9407869,rotation,3
2166,0,airplane,2,bird,0.94077957,rotation,3
5289,4,deer,2,bird,0.94075775,brightness,4
204,1,automobile,6,frog,0.94074184,noise,3
5326,7,horse,6,frog,0.94073296,noise,3
4978,1,automobile,0,airplane,0.940728,blur,3
848,2,bird,6,frog,0.9407005,noise,2
4753,2,bird,0,airplane,0.94068253,rotation,5
1293,4,deer,6,frog,0.9406722,rotation,5
734,9,truck,8,ship,0.94067144,noise,2
5771,2,bird,6,frog,0.94065744,noise,2
9923,7,horse,2,bird,0.9406509,blur,4
8644,8,ship,0,airplane,0.9406356,brightness,1
1008,9,truck,6,frog,0.94062346,rotation,5
1855,5,dog,6,frog,0.94062084,rotation,4
6274,9,truck,6,frog,0.9406173,rotation,4
4769,8,ship,6,frog,0.9406007,rotation,4
4533,8,ship,0,airplane,0.94059193,blur,3
3896,7,horse,2,bird,0.94059026,brightness,2
9878,5,dog,2,bird,0.94057137,blur,3
7243,1,automobile,6,frog,0.9405463,rotation,5
9779,2,bird,6,frog,0.94053614,rotation,5
1767,2,bird,6,frog,0.9405355,rotation,5
7327,4,deer,6,frog,0.94053364,rotation,4
8492,0,airplane,6,frog,0.94052464,rotation,3
9960,2,bird,0,airplane,0.94052273,rotation,2
8540,4,deer,6,frog,0.94052094,rotation,5
9776,2,bird,4,deer,0.94051313,contrast,4
3052,3,cat,2,bird,0.9405025,contrast,1
6010,1,automobile,6,frog,0.9404983,contrast,5
853,9,truck,1,automobile,0.9404637,rotation,3
4754,3,cat,8,ship,0.94043094,clean,0
4485,3,cat,7,horse,0.9404222,rotation,2
3346,4,deer,6,frog,0.9403856,rotation,5
949,8,ship,6,frog,0.94036955,rotation,5
8166,2,bird,6,frog,0.9403672,rotation,4
2641,4,deer,6,frog,0.9403469,rotation,4
548,2,bird,6,frog,0.9403107,rotation,5
8705,6,frog,2,bird,0.94029135,blur,4
6153,4,deer,6,frog,0.94028515,rotation,4
4203,2,bird,6,frog,0.94026816,rotation,5
6849,4,deer,2,bird,0.94025856,contrast,4
4152,5,dog,6,frog,0.940242,noise,3
1951,7,horse,4,deer,0.9402307,noise,1
7393,5,dog,4,deer,0.94022316,rotation,1
4946,4,deer,6,frog,0.9402085,noise,2
834,5,dog,2,bird,0.9402026,rotation,2
331,9,truck,1,automobile,0.9401772,clean,0
690,3,cat,6,frog,0.94016236,rotation,4
3021,8,ship,9,truck,0.94015163,noise,2
5826,7,horse,6,frog,0.9401496,rotation,5
9087,3,cat,6,frog,0.9401456,noise,2
5642,5,dog,2,bird,0.940144,blur,3
5738,2,bird,6,frog,0.9401242,noise,3
8669,4,deer,6,frog,0.9401057,noise,2
7615,5,dog,6,frog,0.9400954,noise,4
7243,1,automobile,6,frog,0.9400847,noise,2
9690,4,deer,6,frog,0.9400744,noise,3
9417,4,deer,6,frog,0.9400728,noise,3
7063,1,automobile,6,frog,0.9400649,noise,3
4212,1,automobile,6,frog,0.9400567,rotation,4
1178,6,frog,2,bird,0.94004995,contrast,3
188,4,deer,6,frog,0.9400387,noise,2
9995,8,ship,0,airplane,0.9400273,brightness,1
5070,7,horse,5,dog,0.94000316,rotation,2
7001,1,automobile,6,frog,0.9399551,rotation,4
1862,5,dog,4,deer,0.93995464,contrast,1
8981,7,horse,4,deer,0.9399496,brightness,1
1988,5,dog,6,frog,0.93993837,noise,2
7903,1,automobile,6,frog,0.9399301,rotation,5
1240,2,bird,6,frog,0.93992597,rotation,4
2453,3,cat,6,frog,0.9399225,rotation,5
7784,7,horse,6,frog,0.93990976,noise,2
26,4,deer,6,frog,0.9398912,rotation,5
5007,3,cat,6,frog,0.93988836,rotation,5
9600,8,ship,0,airplane,0.93988013,rotation,3
6254,4,deer,6,frog,0.9398715,rotation,4
1012,6,frog,2,bird,0.9398687,blur,3
804,4,deer,6,frog,0.9398557,rotation,4
9892,5,dog,2,bird,0.9398554,blur,2
7932,9,truck,0,airplane,0.93984604,contrast,4
8491,3,cat,2,bird,0.939844,noise,1
1144,1,automobile,0,airplane,0.93983585,contrast,5
6875,5,dog,2,bird,0.9398354,noise,2
103,3,cat,6,frog,0.93982023,rotation,5
6849,4,deer,2,bird,0.93980896,contrast,3
5834,5,dog,2,bird,0.9398015,contrast,1
1258,1,automobile,6,frog,0.9397892,rotation,3
2735,2,bird,6,frog,0.93978274,rotation,4
1439,9,truck,1,automobile,0.93977284,rotation,2
6603,9,truck,6,frog,0.939764,rotation,5
9555,4,deer,6,frog,0.9397581,rotation,4
7350,9,truck,6,frog,0.93970346,noise,3
9344,2,bird,6,frog,0.9396854,rotation,4
8234,8,ship,1,automobile,0.9396762,rotation,2
8317,5,dog,6,frog,0.93966264,rotation,4
9501,6,frog,0,airplane,0.93965137,brightness,2
9583,9,truck,0,airplane,0.9396441,blur,4
4504,0,airplane,4,deer,0.93962526,noise,1
831,3,cat,6,frog,0.9396198,rotation,3
7202,3,cat,6,frog,0.93961436,noise,3
4319,2,bird,6,frog,0.9396075,noise,4
182,2,bird,6,frog,0.9396045,rotation,3
519,8,ship,0,airplane,0.93960214,rotation,2
1696,4,deer,0,airplane,0.93959415,clean,0
2157,3,cat,6,frog,0.9395874,noise,3
1083,2,bird,6,frog,0.9395869,rotation,5
3750,9,truck,0,airplane,0.93957835,blur,3
8983,3,cat,4,deer,0.939537,brightness,2
2019,9,truck,6,frog,0.93953645,contrast,5
9835,7,horse,4,deer,0.93950665,contrast,3
4084,7,horse,6,frog,0.9394824,rotation,4
5419,2,bird,6,frog,0.93948203,rotation,4
6909,4,deer,2,bird,0.9394728,blur,5
910,5,dog,4,deer,0.9394668,contrast,3
3977,3,cat,6,frog,0.9394636,rotation,5
3355,5,dog,6,frog,0.93945605,rotation,5
6799,0,airplane,6,frog,0.939445,rotation,4
8067,8,ship,6,frog,0.93943447,rotation,5
8733,7,horse,2,bird,0.9394233,blur,2
5630,3,cat,6,frog,0.9394161,rotation,4
8473,2,bird,0,airplane,0.9394149,contrast,3
4258,8,ship,0,airplane,0.93939084,blur,3
3324,3,cat,6,frog,0.939383,noise,2
6685,1,automobile,6,frog,0.93934447,rotation,4
1495,2,bird,0,airplane,0.9393333,brightness,4
9907,1,automobile,6,frog,0.9393284,rotation,4
3469,9,truck,6,frog,0.93931866,noise,2
5839,2,bird,6,frog,0.93931067,rotation,4
2169,8,ship,0,airplane,0.93930596,rotation,2
6253,5,dog,4,deer,0.93930364,contrast,4
7188,4,deer,2,bird,0.9392962,blur,3
7406,7,horse,6,frog,0.93928534,rotation,4
3330,7,horse,5,dog,0.93926996,clean,0
1099,2,bird,6,frog,0.9392672,rotation,5
4699,5,dog,2,bird,0.9392441,contrast,3
6909,4,deer,2,bird,0.9392434,blur,4
9808,1,automobile,6,frog,0.9392164,rotation,3
7849,2,bird,0,airplane,0.9392094,blur,1
1121,3,cat,6,frog,0.9392071,rotation,5
6412,8,ship,0,airplane,0.93920475,blur,2
2316,5,dog,6,frog,0.93919384,noise,4
6704,1,automobile,6,frog,0.9391845,rotation,4
6979,5,dog,4,deer,0.9391791,contrast,2
5525,3,cat,0,airplane,0.939166,brightness,1
4896,7,horse,0,airplane,0.93916106,rotation,1
259,9,truck,1,automobile,0.93916017,brightness,3
9186,7,horse,2,bird,0.9391424,clean,0
6750,4,deer,6,frog,0.9391422,rotation,3
2696,2,bird,4,deer,0.93913925,noise,2
6539,7,horse,4,deer,0.9391275,noise,2
3771,2,bird,0,airplane,0.9391217,contrast,1
5318,1,automobile,0,airplane,0.9391091,contrast,3
1895,8,ship,0,airplane,0.9390511,brightness,2
8035,1,automobile,6,frog,0.9390374,rotation,4
5795,7,horse,4,deer,0.93903625,rotation,3
8576,2,bird,0,airplane,0.93903434,contrast,5
6750,4,deer,6,frog,0.9390212,rotation,5
9443,5,dog,2,bird,0.9390053,noise,2
1815,9,truck,6,frog,0.93900335,rotation,4
8576,2,bird,0,airplane,0.9390027,brightness,2
6716,8,ship,0,airplane,0.9390018,rotation,2
6947,8,ship,0,airplane,0.9389733,rotation,3
6262,8,ship,0,airplane,0.9389728,rotation,5
7393,5,dog,4,deer,0.93897223,blur,1
8842,4,deer,6,frog,0.93896246,noise,2
2247,5,dog,2,bird,0.9389565,rotation,1
490,1,automobile,0,airplane,0.9389472,blur,5
9835,7,horse,4,deer,0.9389404,brightness,1
1150,2,bird,4,deer,0.93893963,brightness,3
8932,6,frog,2,bird,0.93893546,contrast,4
8299,3,cat,6,frog,0.9389263,noise,3
9857,0,airplane,1,automobile,0.9389223,noise,2
5690,7,horse,4,deer,0.9389166,contrast,4
2245,8,ship,0,airplane,0.9389103,brightness,4
3883,7,horse,2,bird,0.9389072,contrast,3
5537,2,bird,5,dog,0.9389031,blur,1
5963,9,truck,6,frog,0.93889886,rotation,5
6988,4,deer,2,bird,0.93888867,clean,0
2186,9,truck,6,frog,0.9388524,rotation,5
5350,9,truck,1,automobile,0.93884337,rotation,2
8465,9,truck,1,automobile,0.9388433,rotation,3
3826,1,automobile,6,frog,0.9388374,noise,5
6262,8,ship,0,airplane,0.9388232,rotation,4
5309,3,cat,6,frog,0.93881357,noise,2
4925,5,dog,6,frog,0.93880576,noise,4
8548,3,cat,6,frog,0.9387899,rotation,4
1487,9,truck,1,automobile,0.9387841,rotation,4
3435,6,frog,3,cat,0.9387823,blur,2
9835,7,horse,4,deer,0.9387796,contrast,2
4436,4,deer,6,frog,0.93877697,rotation,4
6753,4,deer,6,frog,0.9387714,noise,2
3728,2,bird,6,frog,0.9387379,rotation,5
1814,9,truck,0,airplane,0.93872046,blur,4
4138,4,deer,6,frog,0.93871826,noise,2
9119,4,deer,6,frog,0.9387093,rotation,5
8282,1,automobile,0,airplane,0.9386983,contrast,4
1874,8,ship,0,airplane,0.9386903,rotation,2
1895,8,ship,0,airplane,0.9386863,brightness,3
9976,5,dog,6,frog,0.93867564,noise,2
3607,3,cat,2,bird,0.9386693,contrast,2
9339,1,automobile,6,frog,0.9386563,noise,2
7518,3,cat,6,frog,0.9386554,rotation,4
1967,7,horse,6,frog,0.93864083,rotation,4
1205,8,ship,0,airplane,0.9386375,rotation,1
7222,8,ship,6,frog,0.9386361,rotation,4
1595,3,cat,6,frog,0.9386295,rotation,4
749,5,dog,3,cat,0.93859667,blur,2
2239,7,horse,4,deer,0.93854403,brightness,4
4106,3,cat,0,airplane,0.9385385,contrast,1
263,7,horse,6,frog,0.93853456,noise,2
15,8,ship,6,frog,0.9385163,rotation,3
4134,1,automobile,6,frog,0.938516,rotation,5
3726,5,dog,6,frog,0.9385134,noise,2
9996,3,cat,6,frog,0.9384951,rotation,4
2643,3,cat,4,deer,0.9384765,noise,1
3255,5,dog,6,frog,0.938462,rotation,5
8251,3,cat,6,frog,0.93845993,noise,4
4758,9,truck,6,frog,0.93844974,noise,2
7416,1,automobile,6,frog,0.93844104,rotation,4
8784,4,deer,6,frog,0.9384363,rotation,4
3821,8,ship,6,frog,0.938434,noise,1
1570,4,deer,6,frog,0.9384106,rotation,5
9522,3,cat,2,bird,0.93840104,rotation,2
1814,9,truck,0,airplane,0.93839556,blur,3
122,1,automobile,6,frog,0.9383915,rotation,5
1047,1,automobile,0,airplane,0.9383794,contrast,5
456,3,cat,4,deer,0.93837744,clean,0
4535,2,bird,6,frog,0.9383689,rotation,4
1983,8,ship,6,frog,0.9383656,rotation,4
351,1,automobile,6,frog,0.93835765,noise,2
6832,1,automobile,6,frog,0.9383495,rotation,5
4307,3,cat,2,bird,0.9383074,blur,5
2023,5,dog,6,frog,0.938301,noise,3
2595,4,deer,6,frog,0.93829304,rotation,4
3771,2,bird,0,airplane,0.93825364,brightness,5
4476,1,automobile,6,frog,0.938243,rotation,3
4696,5,dog,6,frog,0.9382372,noise,1
3054,4,deer,0,airplane,0.9382303,brightness,5
2293,8,ship,6,frog,0.93822175,rotation,3
6454,4,deer,6,frog,0.938216,noise,2
5855,7,horse,2,bird,0.93820804,blur,3
2227,8,ship,0,airplane,0.9381998,rotation,4
4258,8,ship,0,airplane,0.9381995,blur,4
1162,7,horse,6,frog,0.9381778,rotation,5
6814,9,truck,1,automobile,0.9381729,rotation,3
6368,7,horse,6,frog,0.93814224,rotation,4
673,3,cat,6,frog,0.9381286,noise,4
7082,2,bird,0,airplane,0.93812054,rotation,1
5330,7,horse,6,frog,0.9381091,rotation,3
887,1,automobile,6,frog,0.93810886,noise,4
3394,1,automobile,6,frog,0.9380991,noise,4
2000,1,automobile,6,frog,0.9380971,noise,5
3753,4,deer,6,frog,0.93806136,noise,1
3000,5,dog,6,frog,0.9380245,rotation,4
4276,9,truck,1,automobile,0.9379944,brightness,1
7460,5,dog,6,frog,0.93799263,noise,2
4608,4,deer,6,frog,0.9379879,rotation,4
2937,3,cat,6,frog,0.93797106,noise,1
4390,5,dog,6,frog,0.9379708,noise,2
2977,2,bird,6,frog,0.93797,brightness,5
